uuid,speed,timestamp,weekday
Device_1,14.25,2017-07-14 17:32:00,Friday
Device_1,13.05,2017-07-14 17:32:00,Friday
Device_1,12.85,2017-07-14 17:32:00,Friday
Device_1,14.53,2017-07-14 17:32:00,Friday
Device_1,14.42,2017-07-14 17:32:00,Friday
Device_1,9.71,2017-07-14 17:33:00,Friday
Device_1,6.53,2017-07-14 17:33:00,Friday
Device_1,5.93,2017-07-14 17:33:00,Friday
Device_1,10.58,2017-07-14 17:33:00,Friday
Device_1,10.14,2017-07-14 17:33:00,Friday
Device_1,9.9,2017-07-14 17:33:00,Friday
Device_1,8.19,2017-07-14 17:34:00,Friday
Device_1,8.18,2017-07-14 17:34:00,Friday
Device_1,8.02,2017-07-14 17:34:00,Friday
Device_1,6.28,2017-07-14 17:34:00,Friday
Device_1,6.4,2017-07-14 17:34:00,Friday
Device_1,6.44,2017-07-14 17:34:00,Friday
Device_1,8.64,2017-07-14 17:34:00,Friday
Device_1,7.71,2017-07-14 17:34:00,Friday
Device_1,9.6,2017-07-14 17:34:00,Friday
Device_1,1.08,2017-07-14 17:35:00,Friday
Device_1,3.23,2017-07-14 17:35:00,Friday
Device_1,4.79,2017-07-14 17:35:00,Friday
Device_1,5.51,2017-07-14 17:35:00,Friday
Device_1,4.58,2017-07-14 17:35:00,Friday
Device_1,6.76,2017-07-14 17:35:00,Friday
Device_1,5.29,2017-07-14 17:35:00,Friday
Device_1,4.85,2017-07-14 17:35:00,Friday
Device_1,0.73,2017-07-14 17:36:00,Friday
Device_1,0.32,2017-07-14 17:37:00,Friday
Device_1,1.08,2017-07-14 17:37:00,Friday
Device_1,2.54,2017-07-14 17:38:00,Friday
Device_1,2.52,2017-07-14 17:38:00,Friday
Device_1,2.99,2017-07-14 17:38:00,Friday
Device_1,0.92,2017-07-14 17:39:00,Friday
Device_1,0.95,2017-07-14 17:40:00,Friday
Device_1,0,2017-07-14 19:44:00,Friday
Device_1,0,2017-07-14 20:48:00,Friday
Device_1,1.45,2017-07-14 20:50:00,Friday
Device_1,0.87,2017-07-14 20:50:00,Friday
Device_1,0.52,2017-07-14 20:51:00,Friday
Device_1,0,2017-07-14 21:53:00,Friday
Device_1,0,2017-07-15 01:34:00,Saturday
Device_1,0,2017-07-15 01:35:00,Saturday
Device_1,0.97,2017-07-15 10:03:00,Saturday
Device_1,1.37,2017-07-15 10:04:00,Saturday
Device_1,0.67,2017-07-15 10:04:00,Saturday
Device_1,0.62,2017-07-15 10:04:00,Saturday
Device_1,1.28,2017-07-15 10:05:00,Saturday
Device_1,1.27,2017-07-15 10:05:00,Saturday
Device_1,1.19,2017-07-15 10:05:00,Saturday
Device_1,13.86,2017-07-15 11:39:00,Saturday
Device_1,12.64,2017-07-15 11:39:00,Saturday
Device_1,12.29,2017-07-15 11:39:00,Saturday
Device_1,11.51,2017-07-15 11:39:00,Saturday
Device_1,10.24,2017-07-15 11:39:00,Saturday
Device_1,8.99,2017-07-15 11:39:00,Saturday
Device_1,7.19,2017-07-15 11:39:00,Saturday
Device_1,14.08,2017-07-15 11:40:00,Saturday
Device_1,14.48,2017-07-15 11:40:00,Saturday
Device_1,14.64,2017-07-15 11:40:00,Saturday
Device_1,13.82,2017-07-15 11:40:00,Saturday
Device_1,13.35,2017-07-15 11:40:00,Saturday
Device_1,14.02,2017-07-15 11:40:00,Saturday
Device_1,13.39,2017-07-15 11:40:00,Saturday
Device_1,12.69,2017-07-15 11:40:00,Saturday
Device_1,13.47,2017-07-15 11:40:00,Saturday
Device_1,13.51,2017-07-15 11:40:00,Saturday
Device_1,12.7,2017-07-15 11:40:00,Saturday
Device_1,4.43,2017-07-15 11:41:00,Saturday
Device_1,12.82,2017-07-15 11:41:00,Saturday
Device_1,14.24,2017-07-15 11:41:00,Saturday
Device_1,13.91,2017-07-15 11:41:00,Saturday
Device_1,14.46,2017-07-15 11:41:00,Saturday
Device_1,13.68,2017-07-15 11:41:00,Saturday
Device_1,13.96,2017-07-15 11:42:00,Saturday
Device_1,14.29,2017-07-15 11:42:00,Saturday
Device_1,14.68,2017-07-15 11:42:00,Saturday
Device_1,14.18,2017-07-15 11:42:00,Saturday
Device_1,14.46,2017-07-15 11:42:00,Saturday
Device_1,13.72,2017-07-15 11:42:00,Saturday
Device_1,14.08,2017-07-15 11:42:00,Saturday
Device_1,13.13,2017-07-15 11:42:00,Saturday
Device_1,9.75,2017-07-15 11:42:00,Saturday
Device_1,14.69,2017-07-15 11:43:00,Saturday
Device_1,14.88,2017-07-15 11:43:00,Saturday
Device_1,14.28,2017-07-15 11:43:00,Saturday
Device_1,14.35,2017-07-15 11:43:00,Saturday
Device_1,13.92,2017-07-15 11:43:00,Saturday
Device_1,13.74,2017-07-15 11:43:00,Saturday
Device_1,10.22,2017-07-15 11:43:00,Saturday
Device_1,4.81,2017-07-15 11:43:00,Saturday
Device_1,13.3,2017-07-15 11:43:00,Saturday
Device_1,16.93,2017-07-15 11:44:00,Saturday
Device_1,17.209999,2017-07-15 11:44:00,Saturday
Device_1,16.74,2017-07-15 11:44:00,Saturday
Device_1,16.110001,2017-07-15 11:44:00,Saturday
Device_1,16.07,2017-07-15 11:44:00,Saturday
Device_1,14.56,2017-07-15 11:44:00,Saturday
Device_1,13.61,2017-07-15 11:44:00,Saturday
Device_1,14.32,2017-07-15 11:44:00,Saturday
Device_1,14.78,2017-07-15 11:44:00,Saturday
Device_1,14.04,2017-07-15 11:44:00,Saturday
Device_1,13.96,2017-07-15 11:44:00,Saturday
Device_1,14.79,2017-07-15 11:44:00,Saturday
Device_1,16.91,2017-07-15 11:45:00,Saturday
Device_1,17.200001,2017-07-15 11:45:00,Saturday
Device_1,17.870001,2017-07-15 11:45:00,Saturday
Device_1,18.219999,2017-07-15 11:45:00,Saturday
Device_1,19.18,2017-07-15 11:45:00,Saturday
Device_1,18.200001,2017-07-15 11:45:00,Saturday
Device_1,16.83,2017-07-15 11:45:00,Saturday
Device_1,17.200001,2017-07-15 11:45:00,Saturday
Device_1,17.67,2017-07-15 11:45:00,Saturday
Device_1,17.610001,2017-07-15 11:45:00,Saturday
Device_1,16.110001,2017-07-15 11:45:00,Saturday
Device_1,16.469999,2017-07-15 11:45:00,Saturday
Device_1,14.18,2017-07-15 11:46:00,Saturday
Device_1,14.69,2017-07-15 11:46:00,Saturday
Device_1,15.47,2017-07-15 11:46:00,Saturday
Device_1,15.78,2017-07-15 11:46:00,Saturday
Device_1,14,2017-07-15 11:46:00,Saturday
Device_1,14.91,2017-07-15 11:46:00,Saturday
Device_1,15.73,2017-07-15 11:46:00,Saturday
Device_1,14.87,2017-07-15 11:46:00,Saturday
Device_1,15.39,2017-07-15 11:46:00,Saturday
Device_1,15.6,2017-07-15 11:46:00,Saturday
Device_1,15.96,2017-07-15 11:46:00,Saturday
Device_1,16.879999,2017-07-15 11:46:00,Saturday
Device_1,10.1,2017-07-15 11:47:00,Saturday
Device_1,14.6,2017-07-15 11:47:00,Saturday
Device_1,15.24,2017-07-15 11:47:00,Saturday
Device_1,15.62,2017-07-15 11:47:00,Saturday
Device_1,15.46,2017-07-15 11:47:00,Saturday
Device_1,15.66,2017-07-15 11:47:00,Saturday
Device_1,15.67,2017-07-15 11:47:00,Saturday
Device_1,15.79,2017-07-15 11:47:00,Saturday
Device_1,14.39,2017-07-15 11:47:00,Saturday
Device_1,12.15,2017-07-15 11:47:00,Saturday
Device_1,10.87,2017-07-15 11:47:00,Saturday
Device_1,13.23,2017-07-15 11:47:00,Saturday
Device_1,15.32,2017-07-15 11:48:00,Saturday
Device_1,17.030001,2017-07-15 11:48:00,Saturday
Device_1,16.35,2017-07-15 11:48:00,Saturday
Device_1,15.26,2017-07-15 11:48:00,Saturday
Device_1,14.79,2017-07-15 11:48:00,Saturday
Device_1,12.59,2017-07-15 11:48:00,Saturday
Device_1,10.99,2017-07-15 11:48:00,Saturday
Device_1,3.29,2017-07-15 11:48:00,Saturday
Device_1,5.05,2017-07-15 11:48:00,Saturday
Device_1,7.07,2017-07-15 11:49:00,Saturday
Device_1,8.83,2017-07-15 11:49:00,Saturday
Device_1,9.42,2017-07-15 11:49:00,Saturday
Device_1,5.95,2017-07-15 11:49:00,Saturday
Device_1,7.22,2017-07-15 11:49:00,Saturday
Device_1,13.2,2017-07-15 11:49:00,Saturday
Device_1,13.51,2017-07-15 11:49:00,Saturday
Device_1,7.8,2017-07-15 11:49:00,Saturday
Device_1,12.62,2017-07-15 11:49:00,Saturday
Device_1,2.52,2017-07-15 11:50:00,Saturday
Device_1,5.28,2017-07-15 11:50:00,Saturday
Device_1,6.14,2017-07-15 11:50:00,Saturday
Device_1,6.82,2017-07-15 11:50:00,Saturday
Device_1,7,2017-07-15 11:50:00,Saturday
Device_1,7.83,2017-07-15 11:50:00,Saturday
Device_1,1.31,2017-07-15 11:53:00,Saturday
Device_1,0,2017-07-15 11:53:00,Saturday
Device_1,0,2017-07-15 11:53:00,Saturday
Device_1,1.3,2017-07-15 11:54:00,Saturday
Device_1,1.67,2017-07-15 11:54:00,Saturday
Device_1,0.32,2017-07-15 11:55:00,Saturday
Device_1,4.48,2017-07-15 11:55:00,Saturday
Device_1,0.19,2017-07-15 11:56:00,Saturday
Device_1,0,2017-07-15 11:58:00,Saturday
Device_1,0,2017-07-15 11:58:00,Saturday
Device_1,0,2017-07-15 11:59:00,Saturday
Device_1,0,2017-07-15 12:00:00,Saturday
Device_1,0,2017-07-15 12:01:00,Saturday
Device_1,0,2017-07-15 12:03:00,Saturday
Device_1,1.89,2017-07-15 12:04:00,Saturday
Device_1,0,2017-07-15 15:28:00,Saturday
Device_1,0.77,2017-07-15 16:05:00,Saturday
Device_1,4.76,2017-07-15 16:05:00,Saturday
Device_1,1.01,2017-07-15 16:06:00,Saturday
Device_1,2.37,2017-07-15 16:07:00,Saturday
Device_1,3.01,2017-07-15 16:07:00,Saturday
Device_1,1.07,2017-07-15 16:07:00,Saturday
Device_1,14.44,2017-07-15 16:08:00,Saturday
Device_1,15.25,2017-07-15 16:08:00,Saturday
Device_1,14.4,2017-07-15 16:08:00,Saturday
Device_1,13.78,2017-07-15 16:08:00,Saturday
Device_1,12.74,2017-07-15 16:08:00,Saturday
Device_1,10.11,2017-07-15 16:08:00,Saturday
Device_1,4.34,2017-07-15 16:08:00,Saturday
Device_1,6.22,2017-07-15 16:08:00,Saturday
Device_1,7.87,2017-07-15 16:08:00,Saturday
Device_1,2.81,2017-07-15 16:08:00,Saturday
Device_1,11.02,2017-07-15 16:09:00,Saturday
Device_1,9.53,2017-07-15 16:09:00,Saturday
Device_1,7.23,2017-07-15 16:09:00,Saturday
Device_1,10.2,2017-07-15 16:09:00,Saturday
Device_1,13.66,2017-07-15 16:09:00,Saturday
Device_1,14.01,2017-07-15 16:09:00,Saturday
Device_1,14.46,2017-07-15 16:09:00,Saturday
Device_1,14.43,2017-07-15 16:09:00,Saturday
Device_1,13.87,2017-07-15 16:09:00,Saturday
Device_1,13.79,2017-07-15 16:09:00,Saturday
Device_1,13.22,2017-07-15 16:09:00,Saturday
Device_1,4.12,2017-07-15 16:10:00,Saturday
Device_1,10.28,2017-07-15 16:10:00,Saturday
Device_1,12.78,2017-07-15 16:10:00,Saturday
Device_1,12.87,2017-07-15 16:10:00,Saturday
Device_1,12.86,2017-07-15 16:10:00,Saturday
Device_1,12.82,2017-07-15 16:10:00,Saturday
Device_1,12.74,2017-07-15 16:10:00,Saturday
Device_1,11.3,2017-07-15 16:10:00,Saturday
Device_1,11.5,2017-07-15 16:10:00,Saturday
Device_1,11.35,2017-07-15 16:10:00,Saturday
Device_1,12.87,2017-07-15 16:11:00,Saturday
Device_1,12.37,2017-07-15 16:11:00,Saturday
Device_1,12.92,2017-07-15 16:11:00,Saturday
Device_1,12.28,2017-07-15 16:11:00,Saturday
Device_1,11.39,2017-07-15 16:11:00,Saturday
Device_1,12.66,2017-07-15 16:11:00,Saturday
Device_1,11.45,2017-07-15 16:11:00,Saturday
Device_1,11.42,2017-07-15 16:11:00,Saturday
Device_1,6.82,2017-07-15 16:11:00,Saturday
Device_1,7.66,2017-07-15 16:12:00,Saturday
Device_1,14.28,2017-07-15 16:12:00,Saturday
Device_1,14.23,2017-07-15 16:12:00,Saturday
Device_1,12.94,2017-07-15 16:12:00,Saturday
Device_1,13.26,2017-07-15 16:12:00,Saturday
Device_1,12.61,2017-07-15 16:12:00,Saturday
Device_1,11.66,2017-07-15 16:12:00,Saturday
Device_1,11.46,2017-07-15 16:12:00,Saturday
Device_1,11.72,2017-07-15 16:12:00,Saturday
Device_1,12.55,2017-07-15 16:12:00,Saturday
Device_1,12.76,2017-07-15 16:12:00,Saturday
Device_1,12.17,2017-07-15 16:13:00,Saturday
Device_1,9.48,2017-07-15 16:13:00,Saturday
Device_1,8.44,2017-07-15 16:14:00,Saturday
Device_1,12.71,2017-07-15 16:14:00,Saturday
Device_1,13.34,2017-07-15 16:14:00,Saturday
Device_1,12.78,2017-07-15 16:14:00,Saturday
Device_1,12.69,2017-07-15 16:14:00,Saturday
Device_1,10.95,2017-07-15 16:14:00,Saturday
Device_1,11.76,2017-07-15 16:14:00,Saturday
Device_1,13.41,2017-07-15 16:14:00,Saturday
Device_1,14.26,2017-07-15 16:14:00,Saturday
Device_1,13.68,2017-07-15 16:14:00,Saturday
Device_1,13.42,2017-07-15 16:14:00,Saturday
Device_1,8.9,2017-07-15 16:15:00,Saturday
Device_1,13.14,2017-07-15 16:15:00,Saturday
Device_1,12.98,2017-07-15 16:15:00,Saturday
Device_1,11.46,2017-07-15 16:15:00,Saturday
Device_1,4.63,2017-07-15 16:15:00,Saturday
Device_1,13.03,2017-07-15 16:16:00,Saturday
Device_1,12.63,2017-07-15 16:16:00,Saturday
Device_1,12.62,2017-07-15 16:16:00,Saturday
Device_1,12.66,2017-07-15 16:16:00,Saturday
Device_1,10.34,2017-07-15 16:16:00,Saturday
Device_1,6.26,2017-07-15 16:16:00,Saturday
Device_1,8.54,2017-07-15 16:16:00,Saturday
Device_1,13.04,2017-07-15 16:16:00,Saturday
Device_1,14.84,2017-07-15 16:16:00,Saturday
Device_1,14.45,2017-07-15 16:16:00,Saturday
Device_1,13.31,2017-07-15 16:16:00,Saturday
Device_1,7.49,2017-07-15 16:16:00,Saturday
Device_1,3.23,2017-07-15 16:17:00,Saturday
Device_1,7.15,2017-07-15 16:17:00,Saturday
Device_1,12.67,2017-07-15 16:17:00,Saturday
Device_1,12.6,2017-07-15 16:17:00,Saturday
Device_1,13.38,2017-07-15 16:17:00,Saturday
Device_1,11.93,2017-07-15 16:17:00,Saturday
Device_1,12.5,2017-07-15 16:17:00,Saturday
Device_1,12.83,2017-07-15 16:17:00,Saturday
Device_1,13.18,2017-07-15 16:17:00,Saturday
Device_1,13.57,2017-07-15 16:17:00,Saturday
Device_1,13.45,2017-07-15 16:17:00,Saturday
Device_1,6.02,2017-07-15 16:18:00,Saturday
Device_1,11.47,2017-07-15 16:18:00,Saturday
Device_1,11.53,2017-07-15 16:18:00,Saturday
Device_1,11.44,2017-07-15 16:18:00,Saturday
Device_1,10.09,2017-07-15 16:18:00,Saturday
Device_1,9.54,2017-07-15 16:19:00,Saturday
Device_1,7.46,2017-07-15 16:19:00,Saturday
Device_1,7.2,2017-07-15 16:19:00,Saturday
Device_1,7.38,2017-07-15 16:19:00,Saturday
Device_1,7.54,2017-07-15 16:19:00,Saturday
Device_1,8.62,2017-07-15 16:19:00,Saturday
Device_1,10.6,2017-07-15 16:19:00,Saturday
Device_1,9.67,2017-07-15 16:19:00,Saturday
Device_1,5.64,2017-07-15 16:20:00,Saturday
Device_1,4.43,2017-07-15 16:20:00,Saturday
Device_1,5.84,2017-07-15 16:20:00,Saturday
Device_1,4.91,2017-07-15 16:20:00,Saturday
Device_1,4.21,2017-07-15 16:20:00,Saturday
Device_1,3.75,2017-07-15 16:20:00,Saturday
Device_1,7.63,2017-07-15 16:20:00,Saturday
Device_1,9.56,2017-07-15 16:20:00,Saturday
Device_1,1.4,2017-07-15 16:21:00,Saturday
Device_1,5.45,2017-07-15 16:21:00,Saturday
Device_1,0.54,2017-07-15 16:22:00,Saturday
Device_1,1.05,2017-07-15 16:24:00,Saturday
Device_1,1.06,2017-07-15 16:25:00,Saturday
Device_1,0,2017-07-16 00:28:00,Sunday
Device_1,0,2017-07-16 02:10:00,Sunday
Device_1,8,2017-07-16 09:09:00,Sunday
Device_1,15.32,2017-07-16 09:10:00,Sunday
Device_1,14.22,2017-07-16 09:10:00,Sunday
Device_1,14.07,2017-07-16 09:10:00,Sunday
Device_1,14.17,2017-07-16 09:10:00,Sunday
Device_1,14.49,2017-07-16 09:10:00,Sunday
Device_1,15.49,2017-07-16 09:10:00,Sunday
Device_1,16.190001,2017-07-16 09:10:00,Sunday
Device_1,16.059999,2017-07-16 09:10:00,Sunday
Device_1,13.94,2017-07-16 09:10:00,Sunday
Device_1,12.15,2017-07-16 09:10:00,Sunday
Device_1,11.2,2017-07-16 09:10:00,Sunday
Device_1,9.55,2017-07-16 09:10:00,Sunday
Device_1,13.17,2017-07-16 09:11:00,Sunday
Device_1,15.11,2017-07-16 09:11:00,Sunday
Device_1,14.16,2017-07-16 09:11:00,Sunday
Device_1,13.75,2017-07-16 09:11:00,Sunday
Device_1,12.98,2017-07-16 09:11:00,Sunday
Device_1,14.05,2017-07-16 09:11:00,Sunday
Device_1,14.88,2017-07-16 09:11:00,Sunday
Device_1,14.44,2017-07-16 09:11:00,Sunday
Device_1,13.87,2017-07-16 09:11:00,Sunday
Device_1,11.64,2017-07-16 09:11:00,Sunday
Device_1,13.38,2017-07-16 09:11:00,Sunday
Device_1,13.56,2017-07-16 09:12:00,Sunday
Device_1,11.63,2017-07-16 09:12:00,Sunday
Device_1,9.14,2017-07-16 09:12:00,Sunday
Device_1,12.71,2017-07-16 09:12:00,Sunday
Device_1,14,2017-07-16 09:12:00,Sunday
Device_1,14.01,2017-07-16 09:12:00,Sunday
Device_1,11.1,2017-07-16 09:12:00,Sunday
Device_1,5.93,2017-07-16 09:12:00,Sunday
Device_1,13.23,2017-07-16 09:13:00,Sunday
Device_1,13.72,2017-07-16 09:13:00,Sunday
Device_1,13.76,2017-07-16 09:13:00,Sunday
Device_1,14.34,2017-07-16 09:13:00,Sunday
Device_1,13.58,2017-07-16 09:13:00,Sunday
Device_1,13.22,2017-07-16 09:13:00,Sunday
Device_1,13.59,2017-07-16 09:13:00,Sunday
Device_1,13.56,2017-07-16 09:13:00,Sunday
Device_1,13.69,2017-07-16 09:13:00,Sunday
Device_1,13.48,2017-07-16 09:13:00,Sunday
Device_1,13.25,2017-07-16 09:13:00,Sunday
Device_1,13.93,2017-07-16 09:13:00,Sunday
Device_1,4.7,2017-07-16 09:14:00,Sunday
Device_1,6.85,2017-07-16 09:14:00,Sunday
Device_1,6.41,2017-07-16 09:14:00,Sunday
Device_1,8.62,2017-07-16 09:14:00,Sunday
Device_1,13.94,2017-07-16 09:14:00,Sunday
Device_1,14.84,2017-07-16 09:14:00,Sunday
Device_1,14.34,2017-07-16 09:14:00,Sunday
Device_1,13.42,2017-07-16 09:14:00,Sunday
Device_1,13.38,2017-07-16 09:14:00,Sunday
Device_1,13.56,2017-07-16 09:14:00,Sunday
Device_1,1.08,2017-07-16 09:16:00,Sunday
Device_1,1.41,2017-07-16 09:16:00,Sunday
Device_1,1.45,2017-07-16 09:16:00,Sunday
Device_1,1.09,2017-07-16 09:18:00,Sunday
Device_1,0.89,2017-07-16 09:18:00,Sunday
Device_1,13.87,2017-07-16 10:05:00,Sunday
Device_1,12.17,2017-07-16 10:05:00,Sunday
Device_1,12.3,2017-07-16 10:05:00,Sunday
Device_1,12.34,2017-07-16 10:05:00,Sunday
Device_1,13.54,2017-07-16 10:05:00,Sunday
Device_1,13.26,2017-07-16 10:05:00,Sunday
Device_1,1.12,2017-07-16 10:06:00,Sunday
Device_1,3.69,2017-07-16 10:06:00,Sunday
Device_1,4.81,2017-07-16 10:06:00,Sunday
Device_1,9.76,2017-07-16 10:06:00,Sunday
Device_1,1.47,2017-07-16 10:06:00,Sunday
Device_1,12.12,2017-07-16 10:06:00,Sunday
Device_1,13.13,2017-07-16 10:06:00,Sunday
Device_1,13.64,2017-07-16 10:06:00,Sunday
Device_1,1.24,2017-07-16 10:08:00,Sunday
Device_1,1.59,2017-07-16 10:08:00,Sunday
Device_1,1.43,2017-07-16 10:09:00,Sunday
Device_1,1.4,2017-07-16 10:10:00,Sunday
Device_1,3.2,2017-07-16 10:12:00,Sunday
Device_1,0.86,2017-07-16 10:14:00,Sunday
Device_1,0,2017-07-16 10:16:00,Sunday
Device_1,0.33,2017-07-16 10:17:00,Sunday
Device_1,0.29,2017-07-16 10:18:00,Sunday
Device_1,0,2017-07-16 10:20:00,Sunday
Device_1,1.66,2017-07-16 10:21:00,Sunday
Device_1,0.82,2017-07-16 10:23:00,Sunday
Device_1,1.14,2017-07-16 10:24:00,Sunday
Device_1,1.51,2017-07-16 10:24:00,Sunday
Device_1,4.59,2017-07-16 10:25:00,Sunday
Device_1,1.35,2017-07-16 10:26:00,Sunday
Device_1,7.78,2017-07-16 10:26:00,Sunday
Device_1,9.43,2017-07-16 10:26:00,Sunday
Device_1,4.47,2017-07-16 10:26:00,Sunday
Device_1,14.09,2017-07-16 10:27:00,Sunday
Device_1,13.33,2017-07-16 10:27:00,Sunday
Device_1,13.07,2017-07-16 10:27:00,Sunday
Device_1,12.74,2017-07-16 10:27:00,Sunday
Device_1,12.24,2017-07-16 10:27:00,Sunday
Device_1,11.54,2017-07-16 10:27:00,Sunday
Device_1,9.47,2017-07-16 10:27:00,Sunday
Device_1,13.33,2017-07-16 10:28:00,Sunday
Device_1,13.08,2017-07-16 10:28:00,Sunday
Device_1,14.13,2017-07-16 10:28:00,Sunday
Device_1,14.14,2017-07-16 10:28:00,Sunday
Device_1,12.93,2017-07-16 10:28:00,Sunday
Device_1,12.41,2017-07-16 10:28:00,Sunday
Device_1,13.3,2017-07-16 10:28:00,Sunday
Device_1,12.98,2017-07-16 10:28:00,Sunday
Device_1,13.96,2017-07-16 10:28:00,Sunday
Device_1,14.12,2017-07-16 10:28:00,Sunday
Device_1,14.47,2017-07-16 10:28:00,Sunday
Device_1,14.68,2017-07-16 10:28:00,Sunday
Device_1,14.53,2017-07-16 10:28:00,Sunday
Device_1,12.17,2017-07-16 10:29:00,Sunday
Device_1,10.64,2017-07-16 10:29:00,Sunday
Device_1,11.59,2017-07-16 10:29:00,Sunday
Device_1,10.91,2017-07-16 10:29:00,Sunday
Device_1,10.39,2017-07-16 10:29:00,Sunday
Device_1,8.83,2017-07-16 10:29:00,Sunday
Device_1,14.86,2017-07-16 10:29:00,Sunday
Device_1,15.52,2017-07-16 10:29:00,Sunday
Device_1,14.71,2017-07-16 10:29:00,Sunday
Device_1,14.1,2017-07-16 10:29:00,Sunday
Device_1,6.69,2017-07-16 10:30:00,Sunday
Device_1,7.54,2017-07-16 10:30:00,Sunday
Device_1,8.76,2017-07-16 10:30:00,Sunday
Device_1,6.26,2017-07-16 10:30:00,Sunday
Device_1,5.13,2017-07-16 10:30:00,Sunday
Device_1,7.6,2017-07-16 10:30:00,Sunday
Device_1,4.59,2017-07-16 10:30:00,Sunday
Device_1,10.16,2017-07-16 10:30:00,Sunday
Device_1,12.55,2017-07-16 10:30:00,Sunday
Device_1,1.85,2017-07-16 10:31:00,Sunday
Device_1,0,2017-07-17 08:41:00,Monday
Device_1,1.36,2017-07-17 08:42:00,Monday
Device_1,1.89,2017-07-17 08:42:00,Monday
Device_1,2.36,2017-07-17 08:42:00,Monday
Device_1,1.38,2017-07-17 08:43:00,Monday
Device_1,0.74,2017-07-17 08:43:00,Monday
Device_1,1.22,2017-07-17 08:43:00,Monday
Device_1,1.48,2017-07-17 08:44:00,Monday
Device_1,1.67,2017-07-17 08:44:00,Monday
Device_1,1.68,2017-07-17 08:44:00,Monday
Device_1,1.76,2017-07-17 08:44:00,Monday
Device_1,1.89,2017-07-17 08:44:00,Monday
Device_1,1.48,2017-07-17 08:45:00,Monday
Device_1,1.62,2017-07-17 08:45:00,Monday
Device_1,1.6,2017-07-17 08:45:00,Monday
Device_1,1.68,2017-07-17 08:46:00,Monday
Device_1,0.7,2017-07-17 08:46:00,Monday
Device_1,0,2017-07-17 14:28:00,Monday
Device_1,6.07,2017-07-17 16:59:00,Monday
Device_1,0.99,2017-07-17 17:06:00,Monday
Device_1,1.56,2017-07-18 08:43:00,Tuesday
Device_1,2.77,2017-07-18 08:43:00,Tuesday
Device_1,0,2017-07-18 08:43:00,Tuesday
Device_1,1.54,2017-07-18 08:44:00,Tuesday
Device_1,1.83,2017-07-18 08:44:00,Tuesday
